index, name, clocks.current.sm [MHz], clocks.max.sm [MHz], clocks.current.memory [MHz], temperature.gpu, power.draw [W], power.limit [W]
6, NVIDIA H100 80GB HBM3, 345 MHz, 1980 MHz, 2619 MHz, 28, 70.67 W, 700.00 W
