index, name, clocks.current.sm [MHz], clocks.max.sm [MHz], temperature.gpu, power.draw [W], power.limit [W]
6, NVIDIA H100 80GB HBM3, 345 MHz, 1980 MHz, 28, 69.65 W, 700.00 W
